driverType,driverVIN,driverMedallion,driverName,driverCabYear,driverCabMake,driverCabModel,driverDMVLicense,driverCompany,driverCompanyPhone
Y,,6261,CHICAGO SEVEN CAB INC,2012,FORD,ESCAPE HYBRID N ,,,
Y,,6267,CHICAGO POLO III INC.,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,6278,SCORPION CAB CO.,2009,FORD,ESCAPE HYBRID N ,,,
Y,,6279,CHICAGO POLO III INC.,2011,FORD,ESCAPE HYBRID N ,,,
Y,,6291,SCORPION CAB CO.,2012,FORD,ESCAPE HYBRID N ,,,
Y,,6327,CHICAGO AUCTION CAB CO.,2012,FORD,ESCAPE HYBRID N ,,,
Y,,6363,NIKO CAB CORP.,2012,FORD,ESCAPE HYBRID N ,,,
Y,,6381,CHICAGO AUCTION CAB CO.,2012,FORD,ESCAPE HYBRID N ,,,
Y,,6444,"CHICAGO POLO XVI, INC",2012,FORD,ESCAPE HYBRID N ,,,
Y,,6446,CHICAGO SEVEN CAB INC,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,6461,DOLFINA TAXI INC,2012,FORD,ESCAPE HYBRID N ,,,
Y,,6467,KAREN TAXI INC,2012,FORD,ESCAPE HYBRID N ,,,
Y,,6474,SNOWBLIND CAB CORP,2009,TOYOTA,PRIUS HYBRID N ,,,
Y,,6492,CHICAGO AUCTION CAB CO.,2009,FORD,ESCAPE HYBRID N ,,,
Y,,6502,"CHICAGO POLO XVII, INC",2012,FORD,ESCAPE HYBRID N ,,,
Y,,6551,NIKO CAB CORP.,2012,FORD,ESCAPE HYBRID N ,,,
Y,,6601,CASABLANCA CAB CORP.,2012,FORD,ESCAPE HYBRID N ,,,
Y,,6607,CHICAGO POLO I INC.,2012,FORD,ESCAPE HYBRID N ,,,
Y,,6608,CHICAGO POLO I INC.,2012,FORD,ESCAPE HYBRID N ,,,
Y,,6609,CHICAGO POLO I INC.,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,6610,CHICAGO POLO I INC.,2012,FORD,ESCAPE HYBRID N ,,,
Y,,6611,CHICAGO POLO II INC.,2012,FORD,ESCAPE HYBRID N ,,,
Y,,6612,CHICAGO POLO II INC.,2012,FORD,ESCAPE HYBRID N ,,,
Y,,6613,CHICAGO POLO II INC.,2012,FORD,ESCAPE HYBRID N ,,,
Y,,6614,CHICAGO POLO II INC.,2012,FORD,ESCAPE HYBRID N ,,,
Y,,6615,CHICAGO POLO II INC.,2012,FORD,ESCAPE HYBRID N ,,,
Y,,6616,CHICAGO POLO II INC.,2012,FORD,ESCAPE HYBRID N ,,,
Y,,6636,LEEFON CORP.,2014,TOYOTA,PRIUS HYBRID N ,,,
Y,,6637,LEEFON CORP.,2014,TOYOTA,PRIUS HYBRID N ,,,
Y,,6681,SHANE TAXI INC,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,6686,GYPSY CAB CORP.,2009,TOYOTA,PRIUS HYBRID N ,,,
Y,,6705,CHICAGO AUCTION CAB CO.,2012,FORD,ESCAPE HYBRID N ,,,
Y,,6706,WHATEVER CAB CO,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,6719,BUNDY CAB CO. INC.,2014,TOYOTA,CAMRY HYBRID N ,,,
Y,,6720,MALYN CAB CORP. SURRENDER,2008,DODGE,GRAND CARAVAN GASOLINE Y ,,,
Y,,6794,"CHICAGO POLO XVI, INC",2012,FORD,ESCAPE HYBRID N ,,,
Y,,6797,PAULA H CORP.,2011,FORD,ESCAPE HYBRID N ,,,
Y,,6816,KUKLA CAB CORP.,2011,TOYOTA,PRIUS HYBRID N ,,,
Y,,6820,KUKLA CAB CORP.,2011,TOYOTA,PRIUS GASOLINE N ,,,
Y,,6823,DOLCE CAB CORP.,2012,VPG,MV-1 CNG Y ,,,
Y,,6831,DOLCE CAB CORP.,2010,FORD,ESCAPE HYBRID N ,,,
Y,,6832,DOLCE CAB CORP.,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,6910,"CHICAGO POLO XVI, INC",2012,FORD,ESCAPE HYBRID N ,,,
Y,,6913,ZABOR CAB CORP.,2014,TOYOTA,PRIUS HYBRID N ,,,
Y,,6948,"CHICAGO POLO XVI, INC",2012,FORD,ESCAPE HYBRID N ,,,
Y,,131,WINTANA CAB CORP.,2011,CHEVROLET,HHR GASOLINE N ,,,
Y,,133,"NETSANET, INC.",2011,CHEVROLET,HHR GASOLINE N ,,,
Y,,146,SABINA CAB INC.,2013,TOYOTA,PRIUS GASOLINE N ,,,
Y,,199,OMERAGIC INC.,2012,TOYOTA,CAMRY HYBRID N ,,,
Y,,282,GUINEA CHICAGO INC,2011,FORD,ESCAPE HYBRID N ,,,
Y,,285,DANKUR INC.,2013,TOYOTA,CAMRY HYBRID N ,,,
Y,,290,GUDIA CORP.,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,468,ARJA INCORPORATED VIOLATION,2011,TOYOTA    ,PRIUS HYBRID N ,,,
Y,,626,ACHAKUS INC.,2014,TOYOTA,XB GASOLINE N ,,,
Y,,643,PEACE INC.,2011,TOYOTA,PRIUS HYBRID N ,,,
Y,,662,DEBANA CAB CO.,2011,TOYOTA,SIENNA GASOLINE N ,,,
Y,,686,ACHAKUS INC.,2012,TOYOTA,XB GASOLINE N ,,,
Y,,701,FULANI INC,2013,TOYOTA,CAMRY HYBRID N ,,,
Y,,706,DAWDAYABHE INC,2013,TOYOTA,CAMRY HYBRID N ,,,
Y,,742,NATZAC CORP. #1,2011,TOYOTA,CAMRY HYBRID N ,,,
Y,,761,JERRY & SEBLE CAB COMPANY,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,881,TEGORBA CAB CORP,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,933,ALEM B CAB INC.,2013,TOYOTA,CAMRY HYBRID N ,,,
Y,,1079,NAOMI CAB CORP,2012,TOYOTA,CAMRY HYBRID N ,,,
Y,,1145,M AND L TAXI CORP.,2013,TOYOTA,CAMRY HYBRID N ,,,
Y,,1183,"MALUFEN, INC.",2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,1192,IFYDA CAB CO,2011,TOYOTA,CAMRY HYBRID N ,,,
Y,,1195,JERRY & SEBLE CAB COMPANY,2014,TOYOTA,PRIUS HYBRID N ,,,
Y,,1218,K & L CAB CORPORATION,2013,TOYOTA,CAMRY HYBRID N ,,,
Y,,1223,BENIANA INC.,2011,TOYOTA,RAV4,,,
Y,,1239,LEGEND CAB CO,2010,MERCURY,GRAND MARQUIS GASOLINE N ,,,
Y,,1425,FRAOUCENE CAB COMPANY VIOLATION,2013,FORD,FUSION HYBRID N ,,,
Y,,1470,OSMAN A. IBRAHIM,2013,TOYOTA,CAMRY HYBRID N ,,,
Y,,1544,IMBEYTO INC,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,1554,"CHICAGO CAB, INC. #1",2011,FORD,ESCAPE GASOLINE N ,,,
Y,,1629,SARON TAXI CORP,2011,FORD,ESCAPE HYBRID N ,,,
Y,,1636,CMBD CORPORATION,2012,TOYOTA,XB GASOLINE N ,,,
Y,,1645,TOWLOOCE INC.,2011,TOYOTA,XB GASOLINE N ,,,
Y,,1689,MICHAEL GIORGIS,2011,CHEVROLET,HHR GASOLINE N ,,,
Y,,1715,FIRST CHICAGO CAB INC,2013,TOYOTA,CAMRY HYBRID N ,,,
Y,,1823,ZARA CAB CO,2013,TOYOTA,CAMRY HYBRID N ,,,
Y,,1885,OKIES CAB CORP.,2012,TOYOTA,XB GASOLINE N ,,,
Y,,1947,EFROM WOROTA TECLEMARYAM,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,1985,MEREB CAB CORP,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,2063,JEZAN CAB COMPANY,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,2118,LUCKY TAXICAB INC,2009,TOYOTA,XB GASOLINE N ,,,
Y,,2130,SIAM INCORPORATED I,2011,TOYOTA,PRIUS HYBRID N ,,,
Y,,2142,SUPER PAK CAB CO,2014,TOYOTA,RAV4,,,
Y,,2169,KIMBERLY TAXI CO,2011,FORD,FUSION HYBRID N ,,,
Y,,2198,FOREIGN X PRESS CAB CORP,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,2222,FAEVEN CAB CORP. VIOLATION,2014,TOYOTA,CAMRY HYBRID N ,,,
Y,,2231,IYASSU INC,2010,TOYOTA,PRIUS HYBRID N ,,,
Y,,2232,ADDISBIRHAN INC.,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,2247,MATTHEW'S TAXI CORP.,2013,TOYOTA,CAMRY HYBRID N ,,,
Y,,2283,EMIKISSA'S INC,2014,TOYOTA,CAMRY HYBRID N ,,,
Y,,2298,ONKAR CAB CO,2011,TOYOTA,PRIUS HYBRID N ,,,
Y,,2310,RICKY CAB CO.,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,2328,MENDEFERA CAB INC,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,2347,MAMA CAB INC. ,2011,TOYOTA    ,CAMRY HYBRID N ,,,
Y,,2349,SIND CAB COMPANY,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,2418,TSIGE CAB CORP,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,2455,HI TAXI CORP,2013,TOYOTA,CAMRY HYBRID N ,,,
Y,,2458,SIMRET INCORPORATED,2010,CHEVROLET,IMPALA FLEX_FUEL N ,,,
Y,,2475,LEGEND CAB CO,2014,TOYOTA,CAMRY HYBRID N ,,,
Y,,2477,DAFRE CORPORATION,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,2486,KAHSAY CAB CORP.,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,2531,ALI TAXI CORP.,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,2570,DABAT CAB CO,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,2698,"FATHAN, CORP.",2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,2722,RICKY CAB CO.,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,2766,MIDWEST TAXICAB ENTERPRISE INC.,2011,TOYOTA,CAMRY HYBRID N ,,,
Y,,2776,BETOO ENTERPRISES INC.,2011,CHEVROLET,HHR GASOLINE N ,,,
Y,,2831,MAZA CAB COMPANY,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,2837,GUDIA CORP.,2010,FORD,CROWN VICTORIA FLEX_FUEL N ,,,
Y,,2882,S O S CAB COMPANY,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,2907,MODHISH INC.,2011,HONDA,CRV GASOLINE N ,,,
Y,,2920,TEGORBA CAB CORP,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,3038,MECHAL TAXI CORP.,2014,TOYOTA,CAMRY HYBRID N ,,,
Y,,3045,JAGANJAC TAXI CORP,2012,TOYOTA,CAMRY HYBRID N ,,,
Y,,3059,PEACE INC.,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,3100,WHIZ CAB COMPANY,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,3101,WHIZ CAB COMPANY,2011,FORD,ESCAPE HYBRID N ,,,
Y,,3102,WHIZ CAB COMPANY,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,3103,WHIZ CAB COMPANY,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,3104,WHIZ CAB COMPANY,2011,CHEVROLET,HHR GASOLINE N ,,,
Y,,3263,SABINA II CAB CO. INC.,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,3275,THREE KIDS CORP.,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,3300,NATZAC CORP. #1,2011,TOYOTA,CAMRY HYBRID N ,,,
Y,,3303,RODAS CAB CO,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,3314,PEACE INC.,2011,TOYOTA,CAMRY HYBRID N ,,,
Y,,3343,SENBEL INC.,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,3358,SEMHAR CORP.,2013,TOYOTA,CAMRY HYBRID N ,,,
Y,,3402,ETHIO-NILE CORP.,2013,TOYOTA,CAMRY HYBRID N ,,,
Y,,3418,JHAPS TAXI CORP,2012,TOYOTA,RAV4,,,
Y,,3432,EMEL CORP.,2011,TOYOTA,PRIUS HYBRID N ,,,
Y,,3445,NATZAC INC,2011,FORD,ESCAPE HYBRID N ,,,
Y,,3471,WADEBUT CAB INC.,2014,TOYOTA,CAMRY HYBRID N ,,,
Y,,3476,YOHANA TAXI CORP.,2013,TOYOTA,CAMRY HYBRID N ,,,
Y,,3479,LEGESSE CAB CO,2013,TOYOTA,CAMRY HYBRID N ,,,
Y,,3526,SOLOMON GAIM INC.,2011,FORD,ESCAPE HYBRID N ,,,
Y,,3539,IBEX CAB CORP,2014,TOYOTA,CAMRY HYBRID N ,,,
Y,,3566,STAR CAB CO.,2010,FORD,CROWN VICTORIA FLEX_FUEL N ,,,
Y,,3612,SELAM SAMY INC,2012,TOYOTA,CAMRY HYBRID N ,,,
Y,,3618,"KUKULU TRAVEL, INC.",2010,TOYOTA,PRIUS HYBRID N ,,,
Y,,3648,KOBE'S CAB INC.,2012,DODGE,CARAVAN GASOLINE N ,,,
Y,,3737,LIFE CAB CORP. VIOLATION,2014,TOYOTA,CAMRY HYBRID N ,,,
Y,,3756,IFYDA CAB CO,2013,TOYOTA,CAMRY HYBRID N ,,,
Y,,3770,FARIS CAB CORP,2011,CHEVROLET,HHR GASOLINE N ,,,
Y,,3811,"CHICAGO CAB, INC. #1",2014,TOYOTA,PRIUS HYBRID N ,,,
Y,,3858,EDIKSON ROYAL INCORPORATED,2014,TOYOTA,RAV4,,,
Y,,3860,TAXI CORP,2011,TOYOTA,CAMRY HYBRID N ,,,
Y,,3873,"SUBASIC, INC.",2012,TOYOTA,CAMRY HYBRID N ,,,
Y,,3910,DEGE CORP,2012,TOYOTA,CAMRY HYBRID N ,,,
Y,,3921,ETHAN CAB CORPORATION,2013,TOYOTA,CAMRY HYBRID N ,,,
Y,,3937,ROHOBT CORP.,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,3944,DAWIT INC,2010,TOYOTA,PRIUS HYBRID N ,,,
Y,,3969,PEZHMAN CAB CO,2012,TOYOTA,RAV4,,,
Y,,3984,DMBEZAN INC.,2013,TOYOTA,CAMRY HYBRID N ,,,
Y,,3988,BOAKYE CORPORATION,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,4015,ST MICHAEL CORP,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,4020,"KEREN, CORP.",2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,4037,ONKAR CAB CO,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,4054,RED SHINE INC,2013,TOYOTA,CAMRY HYBRID N ,,,
Y,,4092,OKIES CAB CORP.,2012,TOYOTA,RAV4,,,
Y,,4117,SENAIT MEBRAHTU,2014,TOYOTA,PRIUS HYBRID N ,,,
Y,,4122,IYASSU INC,2011,FORD,ESCAPE HYBRID N ,,,
Y,,4127,NATZAC CORP. #1,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,4129,J & N TAXI INC.,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,4146,NATZAC CORP. #1,2010,FORD,CROWN VICTORIA FLEX_FUEL N ,,,
Y,,4169,DENBENA INC,2012,TOYOTA,CAMRY GASOLINE N ,,,
Y,,4185,LAKE TANA EXPRESS INC.,2012,TOYOTA,XB GASOLINE N ,,,
Y,,4218,IMBEYTO INC,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,4289,MEASHO CAB CORP,2011,TOYOTA,XB GASOLINE N ,,,
Y,,4334,SEWIT EXPRESS INC,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,4338,YEMI TAXI CORP,2012,TOYOTA,CAMRY HYBRID N ,,,
Y,,4361,MITTY TWO INC.,2013,TOYOTA,CAMRY GASOLINE N ,,,
Y,,4446,TIGRAY CAB INC.,2013,TOYOTA,CAMRY HYBRID N ,,,
Y,,4518,DEBESAI CORP.,2013,TOYOTA,CAMRY HYBRID N ,,,
Y,,4533,HELEN CAB CO.,2013,TOYOTA,CAMRY HYBRID N ,,,
Y,,4566,ROOPAL INC.,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,4570,AJAERE INVESTMENT CORP.,2013,FORD,ESCAPE GASOLINE N ,,,
Y,,4571,COOLSOFT TAXI CORP.,2014,TOYOTA,CAMRY HYBRID N ,,,
Y,,4587,"CHICAGO CAB, INC. #1",2011,TOYOTA,CAMRY HYBRID N ,,,
Y,,4622,"ACCELERATED TRANSPORTATION, CORP.",2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,4698,MARYA CAB INC.,2011,TOYOTA,CAMRY HYBRID N ,,,
Y,,4707,ASMARINO EXPRESS CORP,2010,FORD,CROWN VICTORIA FLEX_FUEL N ,,,
Y,,4743,HOMA CAB CO,2013,TOYOTA,CAMRY HYBRID N ,,,
Y,,4745,FRONT LINE TAXI INCORPORATED,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,4762,IYASSU INC,2011,CHEVROLET,HHR GASOLINE N ,,,
Y,,4765,GASSA 1 INC,2011,TOYOTA,PRIUS HYBRID N ,,,
Y,,4785,MEMONA CAB CORP.,2012,TOYOTA,RAV4,,,
Y,,4865,IGBINOGHODUA J EDOMWONYI,2014,TOYOTA,PRIUS HYBRID N ,,,
Y,,4886,"HANNA CAB, INC.",2014,TOYOTA,RAV4,,,
Y,,4909,EDEN KELETA CAB CORP,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,4911,ABAY CAB CORP,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,4917,BEST TAXI RIDE INC.,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,4985,MIR HUSSAIN CAB CORP,2010,TOYOTA,PRIUS HYBRID N ,,,
Y,,4987,DMBEZAN INC.,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,5008,MONCOUCOU CAB CO.,2012,TOYOTA,CAMRY HYBRID N ,,,
Y,,5053,OSKO CAB COMPANY,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,5061,AG 1 CORPORATION,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,5069,SULEYMAN A INC,2011,TOYOTA,PRIUS HYBRID N ,,,
Y,,5108,GUDIA CORP.,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,5131,INTERWOODEX INC,2014,TOYOTA,CAMRY HYBRID N ,,,
Y,,5186,GUDIA CORP.,2010,FORD,CROWN VICTORIA FLEX_FUEL N ,,,
Y,,5195,OSPON CORPORATION,2011,TOYOTA,CAMRY HYBRID N ,,,
Y,,5200,ACHAKUS INC.,2014,TOYOTA,CAMRY GASOLINE N ,,,
Y,,5222,ALEM INC.,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,5250,M & S CAB CO,2011,CHEVROLET,HHR GASOLINE N ,,,
Y,,5254,FELIBASS CORP.,2012,TOYOTA,RAV4,,,
Y,,5259,MUSIDAL CORP.,2014,TOYOTA,CAMRY HYBRID N ,,,
Y,,5273,ABREHET GEBREHIWOT,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,5284,RICKY CAB CO.,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,5309,TAXI CORP,2011,FORD,ESCAPE HYBRID N ,,,
Y,,5337,SHABBIR ALIMOHAMMAD,2014,TOYOTA,RAV4,,,
Y,,5383,A & L TAXI INC.,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,5542,ZION CAB INCORPORATED,2012,VPG,MV-1 CNG Y ,,,
Y,,5692,TAXI CORP.,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,5694,ROOPAL INC.,2012,FORD,ESCAPE HYBRID N ,,,
Y,,5696,"CHICAGO CAB, INC. #1",2011,TOYOTA,PRIUS HYBRID N ,,,
Y,,5708,EDEN KELETA CAB CORP,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,5717,JORO CAB COMPANY INCORPORATED,2010,NISSAN,ALTIMA HYBRID N ,,,
Y,,5764,ADDIS FLOWER TAXI CAB SERVICE INC,2014,DODGE,GRAND CARAVAN GASOLINE N ,,,
Y,,5767,PEACE AND LOVE CAB CORP.,2012,DODGE,GRAND CARAVAN GASOLINE N ,,,
Y,,5786,DEHAI CAB INC.,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,5799,PEACE INC.,2011,TOYOTA,PRIUS HYBRID N ,,,
Y,,5800,SENAI TAXI CORP,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,5813,TSIGE CAB CORP #2,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,5816,"CHICAGO CAB, INC. #1",2010,FORD,CROWN VICTORIA FLEX_FUEL N ,,,
Y,,5824,SELAM TAXI CORP.,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,5886,WADEBUT CAB INC.,2013,TOYOTA,CAMRY HYBRID N ,,,
Y,,5887,TEKEZZE INC.,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,5893,NEEDS CAB CO.,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,5894,AKURDAT INC,2012,DODGE,CARAVAN GASOLINE N ,,,
Y,,5905,PRAVESH CAB CORP,2012,FORD,FUSION HYBRID N ,,,
Y,,5906,PRAVESH CAB CORP,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,5907,PRAVESH CAB CORP,2011,FORD,ESCAPE HYBRID N ,,,
Y,,5908,PRAVESH CAB CORP,2011,CHEVROLET,HHR GASOLINE N ,,,
Y,,5909,METSEWA TAXI CORP,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,5913,FF COM CAB CO,2013,TOYOTA,CAMRY HYBRID N ,,,
Y,,5916,TAXI CORP,2011,TOYOTA,CAMRY HYBRID N ,,,
Y,,5919,KOWSAR TAXI CORP,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,5920,SAWA TAXI CORP,2012,FORD,ESCAPE HYBRID N ,,,
Y,,5922,SUMETTI CAB CORP.,2013,TOYOTA,CAMRY HYBRID N ,,,
Y,,5924,TAXI CORP,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,5925,SEGEN TAXI CORP,2013,TOYOTA,CAMRY HYBRID N ,,,
Y,,5936,NAKFA CORPORATION,2013,TOYOTA,CAMRY HYBRID N ,,,
Y,,5943,DUZO CAB CORPORATION,2013,TOYOTA,CAMRY HYBRID N ,,,
Y,,5993,"MAI SHEKA, INC.",2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,6032,DURDSON & COMPANY,2014,TOYOTA,XB GASOLINE N ,,,
Y,,6034,RICKY CAB CO.,2010,FORD,CROWN VICTORIA FLEX_FUEL N ,,,
Y,,6042,TAXI CORP,2012,FORD,ESCAPE HYBRID N ,,,
Y,,6050,GUDIA CORP.,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,6095,BEZA CORP.,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,6098,YOHANA INC,2012,TOYOTA,XB GASOLINE N ,,,
Y,,6105,MEHIRET AND EMMA INC.,2011,TOYOTA,XB GASOLINE N ,,,
Y,,6109,WEDI AFOM INC,2010,FORD,CROWN VICTORIA GASOLINE N ,,,
Y,,6118,TAXI CORP,2012,TOYOTA,XB GASOLINE N ,,,
Y,,6131,HEYAB CORP,2011,TOYOTA,XB GASOLINE N ,,,
Y,,6140,LEMLEM EXPRESS INC.,2013,TOYOTA,CAMRY HYBRID N ,,,
Y,,6154,T & T CORP 1,2014,TOYOTA,CAMRY HYBRID N ,,,
Y,,6155,DEHAI CAB INC.,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,6165,PEACE INC.,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,6188,CHOICE ENTERPRISE INC.,2011,TOYOTA,PRIUS HYBRID N ,,,
Y,,6190,CHOICE ENTERPRISE INC.,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,6200,CHOICE ENTERPRISE INC.,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,6201,CHOICE ENTERPRISE INC.,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,6202,CHOICE ENTERPRISE INC.,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,6205,CHOICE ENTERPRISE INC.,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,6210,MEGABIT 15 INC,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,6213,PEACE INC.,2012,TOYOTA,CAMRY HYBRID N ,,,
Y,,6243,MEREBU INC,2013,FORD,C-MAX HYBRID N ,,,
Y,,6332,"CHICAGO CAB, INC. #1",2011,FORD,ESCAPE HYBRID N ,,,
Y,,6336,SUPER PAK CAB CO,2011,TOYOTA,XB GASOLINE N ,,,
Y,,6351,SALIFOU CAB INC. ,2013,TOYOTA,CAMRY HYBRID N ,,,
Y,,6360,TAXICAB CORP.,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,6370,GELEB INC ILL,2011,TOYOTA,PRIUS HYBRID N ,,,
Y,,6379,SIMON N.C. OHIRI CORPORATION,2014,TOYOTA,PRIUS HYBRID N ,,,
Y,,6392,SUPER PAK CAB CO,2013,TOYOTA,CAMRY HYBRID N ,,,
Y,,6423,WEDEB EXPRESS INC,2013,TOYOTA,CAMRY HYBRID N ,,,
Y,,6426,RICKY CAB CO.,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,6434,ETHAN CAB CORPORATION,2014,TOYOTA,CAMRY HYBRID N ,,,
Y,,6438,"HABTOM, INC",2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,6439,DANKUR INC.,2012,TOYOTA,CAMRY HYBRID N ,,,
Y,,6447,"MASSAWA, INC.",2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,6466,ASMARA INC,2011,CHEVROLET,HHR GASOLINE N ,,,
Y,,6470,MIDWEST TAXICAB ENTERPRISE INC.,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,6479,SHAN TAXI CORP,2013,TOYOTA,CAMRY HYBRID N ,,,
Y,,6480,RSA CAB CORP.,2011,TOYOTA,CAMRY HYBRID N ,,,
Y,,6483,"FELEGA, INC.",2012,TOYOTA,XB GASOLINE N ,,,
Y,,6493,ASMARA INC,2012,TOYOTA,XB GASOLINE N ,,,
Y,,6495,KIAMARS MATIN,IMPALA GASOLINE N ,CHEVROLET 2013,,,,
Y,,6503,N & S TAXI INC.,2011,TOYOTA,XB GASOLINE N ,,,
Y,,6523,BAHABLA CORP,2012,FORD,ESCAPE HYBRID N ,,,
Y,,6524,"SENAYT CAB, CO.",2013,TOYOTA,CAMRY HYBRID N ,,,
Y,,6541,MARU & MEAZA INC,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,6543,MAI-NEFHI TRANS INC.,2013,TOYOTA,CAMRY HYBRID N ,,,
Y,,6552,ESKADAR INC.,2014,TOYOTA,CAMRY HYBRID N ,,,
Y,,6565,O'KSONS HOLDINGS COMPANY,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,6573,AWGET INC.,2012,KIA,SOUL GASOLINE N ,,,
Y,,6598,OMOLOBI CAB CO,2013,TOYOTA,SIENNA GASOLINE N ,,,
Y,,6599,ABRAHAM E. DEMISSIE,2012,TOYOTA,CAMRY HYBRID N ,,,
Y,,6643,LIM CORP.,2014,TOYOTA,PRIUS HYBRID N ,,,
Y,,6644,"JEKAFE, INC.",2012,TOYOTA,XB GASOLINE N ,,,
Y,,6671,LOGOCHIWA INC.,2011,CHEVROLET,IMPALA GASOLINE N ,,,
Y,,6672,NORTHERN LIGHTS CAB CORPORATION,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,6689,SIAM INCORPORATED I,2012,TOYOTA,PRIUS HYBRID N ,,,
