driverType,driverVIN,driverMedallion,driverName,driverCabYear,driverCabMake,driverCabModel,driverDMVLicense,driverCompany,driverCompanyPhone
Y,,6814,MICHELLE CORP,2014,TOYOTA,CAMRY HYBRID N ,,,
Y,,6881,MOMO LLC,2011,TOYOTA,XB GASOLINE N ,,,
Y,,6882,MOMO LLC,2011,TOYOTA,XB GASOLINE N ,,,
Y,,6883,MOMO LLC,2011,TOYOTA,XB GASOLINE N ,,,
Y,,6884,MOMO LLC,2011,TOYOTA,XB GASOLINE N ,,,
Y,,6885,MOMO LLC,2011,TOYOTA,XB GASOLINE N ,,,
Y,,6888,APOPO LLC,2011,TOYOTA,XB GASOLINE N ,,,
Y,,6889,APOPO LLC,2011,TOYOTA,XB GASOLINE N ,,,
Y,,6890,APOPO LLC,2011,TOYOTA,XB GASOLINE N ,,,
Y,,6891,ULTRA INVESTMENT CORP VIOLATION,2012,TOYOTA,SIENNA GASOLINE N,,,
Y,,17,BABY SIENNA CAB CORP.,2012,FORD,ESCAPE HYBRID N ,,,
Y,,24,SOPHIE TAXI LLC,2012,FORD,ESCAPE HYBRID N ,,,
Y,,42,IGAL CAB CORP.,2014,TOYOTA,PRIUS HYBRID N ,,,
Y,,47,BABY SIENNA CAB CORP.,2009,TOYOTA,PRIUS HYBRID N ,,,
Y,,54,TAXALE TAXI INC,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,66,SOPHIE TAXI LLC,2012,FORD,ESCAPE HYBRID N ,,,
Y,,78,NEV CAB CORP,2009,TOYOTA,PRIUS HYBRID N ,,,
Y,,93,SOPHIE TAXI LLC,2012,FORD,ESCAPE HYBRID N ,,,
Y,,94,NEV CAB CORP,2012,FORD,ESCAPE HYBRID N ,,,
Y,,103,SOPHIE TAXI LLC,2012,FORD,ESCAPE HYBRID N ,,,
Y,,116,KOSHECHKA TAXI INC,2012,FORD,ESCAPE HYBRID N ,,,
Y,,124,"LUCKY IN CHICAGO, INC.",2012,FORD,ESCAPE HYBRID N ,,,
Y,,139,"LUCKY IN CHICAGO, INC.",2012,FORD,ESCAPE HYBRID N ,,,
Y,,141,"LUCKY IN CHICAGO, INC.",2010,FORD,ESCAPE HYBRID N ,,,
Y,,170,TINA TWO HACKING CORP.,2012,FORD,ESCAPE HYBRID N ,,,
Y,,175,"LUCKY IN CHICAGO, INC.",2012,FORD,ESCAPE HYBRID N ,,,
Y,,226,BABY CAB CORP.,2012,FORD,ESCAPE HYBRID N ,,,
Y,,227,BABY CAB CORP.,2012,FORD,ESCAPE HYBRID N ,,,
Y,,231,BABY CAB CORP.,2010,TOYOTA,PRIUS HYBRID N ,,,
Y,,232,BABY CAB CORP.,2010,TOYOTA,PRIUS HYBRID N ,,,
Y,,235,BABY CAB CORP.,2010,TOYOTA,PRIUS HYBRID N ,,,
Y,,246,GALA CAB CORP.,2010,FORD,ESCAPE HYBRID N ,,,
Y,,250,GALA CAB CORP.,2012,VPG,MV-1 CNG Y ,,,
Y,,253,GALA CAB CORP.,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,256,MEDALLION FUNDING CHICAGO CORP V,2012,VPG,MV-1 CNG Y ,,,
Y,,261,NEPTUNE CAB CORP,2009,TOYOTA,PRIUS HYBRID N ,,,
Y,,273,MEDALLION FUNDING CHICAGO CORP,2012,FORD,ESCAPE HYBRID N ,,,
Y,,275,MEDALLION FUNDING CHICAGO CORP,2012,FORD,ESCAPE HYBRID N ,,,
Y,,276,MEDALLION FUNDING CHICAGO CORP,2011,TOYOTA,PRIUS HYBRID N ,,,
Y,,277,MEDALLION FUNDING CHICAGO CORP,2012,FORD,ESCAPE HYBRID N ,,,
Y,,281,MEDALLION FUNDING CHICAGO CORP,2012,FORD,ESCAPE HYBRID N ,,,
Y,,283,MEDALLION FUNDING CHICAGO CORP,2011,TOYOTA,PRIUS HYBRID N ,,,
Y,,286,"LUCKY IN CHICAGO, INC.",2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,293,MEDALLION FUNDING CHICAGO CORP,2012,FORD,ESCAPE HYBRID N ,,,
Y,,302,TINA TWO HACKING CORP.,2012,FORD,ESCAPE HYBRID N ,,,
Y,,307,GYPSY CAB CORP.,2012,FORD,ESCAPE HYBRID N ,,,
Y,,315,MEDALLION FUNDING CHICAGO CORP,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,317,ALEXANDER'S TRANS CORP.,2012,FORD,ESCAPE HYBRID N ,,,
Y,,335,ALEXANDER'S TRANS CORP.,2012,FORD,ESCAPE HYBRID N ,,,
Y,,336,ALEXANDER'S TRANS CORP.,2012,FORD,ESCAPE HYBRID N ,,,
Y,,338,MEDALLION FUNDING CHICAGO CORP,2010,TOYOTA,PRIUS HYBRID N ,,,
Y,,339,GEM AND R CAB CORP,2012,FORD,ESCAPE HYBRID N ,,,
Y,,343,MEDALLION FUNDING CHICAGO CORP,2012,FORD,ESCAPE HYBRID N ,,,
Y,,345,MEDALLION FUNDING CHICAGO CORP,2012,FORD,ESCAPE HYBRID N ,,,
Y,,347,MEDALLION FUNDING CHICAGO CORP,2012,FORD,ESCAPE HYBRID N ,,,
Y,,374,GALA CAB CORP.,2012,FORD,ESCAPE HYBRID N ,,,
Y,,375,GALA CAB CORP.,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,378,MEDALLION FUNDING CHICAGO CORP,2012,FORD,ESCAPE HYBRID N ,,,
Y,,385,MEDALLION FUNDING CHICAGO CORP,2012,FORD,ESCAPE HYBRID N ,,,
Y,,472,MEDALLION FUNDING CHICAGO CORP,2012,FORD,ESCAPE HYBRID N ,,,
Y,,478,MEDALLION FUNDING CHICAGO CORP,2012,FORD,ESCAPE HYBRID N ,,,
Y,,486,MEDALLION FUNDING CHICAGO CORP,2012,FORD,ESCAPE HYBRID N ,,,
Y,,487,MEDALLION FUNDING CHICAGO CORP,2012,FORD,ESCAPE HYBRID N ,,,
Y,,488,MEDALLION FUNDING CHICAGO CORP,2012,FORD,ESCAPE HYBRID N ,,,
Y,,490,MEDALLION FUNDING CHICAGO CORP,2012,FORD,ESCAPE HYBRID N ,,,
Y,,491,MEDALLION FUNDING CHICAGO CORP,2012,FORD,ESCAPE HYBRID N ,,,
Y,,494,MEDALLION FUNDING CHICAGO CORP,2012,FORD,ESCAPE HYBRID N ,,,
Y,,498,MEDALLION FUNDING CHICAGO CORP,2012,FORD,ESCAPE HYBRID N ,,,
Y,,505,MEDALLION FUNDING CHICAGO CORP VIOLATION,2012,FORD,ESCAPE HYBRID N ,,,
Y,,509,MEDALLION FUNDING CHICAGO CORP,2012,FORD,ESCAPE HYBRID N ,,,
Y,,510,HENRY AND MASHA CHICAGO CORP.,2011,TOYOTA,PRIUS HYBRID N ,,,
Y,,511,MEDALLION FUNDING CHICAGO CORP,2012,FORD,ESCAPE HYBRID N ,,,
Y,,514,MEDALLION FUNDING CHICAGO CORP,2012,FORD,ESCAPE HYBRID N ,,,
Y,,516,MEDALLION FUNDING CHICAGO CORP,2011,TOYOTA,PRIUS HYBRID N ,,,
Y,,517,MEDALLION FUNDING CHICAGO CORP,2012,FORD,ESCAPE HYBRID N ,,,
Y,,518,MEDALLION FUNDING CHICAGO CORP,2012,FORD,ESCAPE HYBRID N ,,,
Y,,519,MEDALLION FUNDING CHICAGO CORP,2012,FORD,ESCAPE HYBRID N ,,,
Y,,526,MEDALLION FUNDING CHICAGO CORP,2012,FORD,ESCAPE HYBRID N ,,,
Y,,536,MEDALLION FUNDING CHICAGO CORP,2012,FORD,ESCAPE HYBRID N ,,,
Y,,547,MEDALLION FUNDING CHICAGO CORP,2011,TOYOTA,PRIUS HYBRID N ,,,
Y,,549,MEDALLION FUNDING CHICAGO CORP,2011,TOYOTA,PRIUS HYBRID N ,,,
Y,,554,MEDALLION FUNDING CHICAGO CORP,2011,TOYOTA,PRIUS HYBRID N ,,,
Y,,555,CHICAGO SHANE HACKING CORP.,2012,FORD,ESCAPE HYBRID N ,,,
Y,,567,MEDALLION FUNDING CHICAGO CORP,2011,TOYOTA,PRIUS HYBRID N ,,,
Y,,573,GEM AND R CAB CORP,2012,FORD,ESCAPE HYBRID N ,,,
Y,,577,MEDALLION FUNDING CHICAGO CORP,2012,FORD,ESCAPE HYBRID N ,,,
Y,,580,MEDALLION FUNDING CHICAGO CORP,2012,FORD,ESCAPE HYBRID N ,,,
Y,,596,MEDALLION FUNDING CHICAGO CORP,2012,FORD,ESCAPE HYBRID N ,,,
Y,,605,MEDALLION FUNDING CHICAGO CORP,2011,TOYOTA,PRIUS HYBRID N ,,,
Y,,610,JUSTIN LEVY CAB CORP.,2010,FORD,ESCAPE HYBRID N ,,,
Y,,622,VALEX CAB CORP,2012,FORD,ESCAPE HYBRID N ,,,
Y,,634,MEDALLION FUNDING CHICAGO CORP,2012,FORD,ESCAPE HYBRID N ,,,
Y,,636,MEDALLION FUNDING CHICAGO CORP,2012,FORD,ESCAPE HYBRID N ,,,
Y,,642,MEDALLION FUNDING CHICAGO CORP,2012,FORD,ESCAPE HYBRID N ,,,
Y,,707,MEDALLION FUNDING CHICAGO CORP V,2012,VPG,MV-1 CNG Y ,,,
Y,,709,NEPTUNE CAB CORP,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,753,MEDALLION FUNDING CHICAGO CORP V,2012,FORD,ESCAPE HYBRID N ,,,
Y,,762,HENRY AND MASHA CHICAGO CORP.,2014,TOYOTA,PRIUS HYBRID N ,,,
Y,,812,THIN ICE HACKING CORP.,2012,FORD,ESCAPE HYBRID N ,,,
Y,,816,DEFIANCE TAXI LLC,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,828,BARSHAY CAB CORP,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,832,HENRY AND MASHA CHICAGO CORP.,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,863,MEDALLION FUNDING CHICAGO CORP V,2012,FORD,ESCAPE HYBRID N ,,,
Y,,864,MEDALLION FUNDING CHICAGO CORP V,2011,FORD,ESCAPE HYBRID N ,,,
Y,,878,SLOMI CAB CORP.,2012,FORD,ESCAPE HYBRID N ,,,
Y,,886,VALEX CAB CORP,2010,TOYOTA,PRIUS HYBRID N ,,,
Y,,920,MEDALLION FUNDING CHICAGO CORP V,2012,VPG,MV-1 CNG Y ,,,
Y,,967,SAMSON CAB CORP.,2012,VPG,MV-1 CNG Y ,,,
Y,,1037,CHICAGO SEVEN CAB INC,2012,FORD,ESCAPE HYBRID N ,,,
Y,,1049,IGAL CAB CORP.,2010,FORD,ESCAPE HYBRID N ,,,
Y,,1106,CHICAGO POLO I INC.,2012,FORD,ESCAPE HYBRID N ,,,
Y,,1108,CASABLANCA CAB CORP.,2012,FORD,ESCAPE HYBRID N ,,,
Y,,1128,CHICAGO POLO III INC.,2012,FORD,ESCAPE HYBRID N ,,,
Y,,1133,"I & B MIDWEST ENTERPRISE, INC.",2012,FORD,ESCAPE HYBRID N ,,,
Y,,1186,TAXALE TAXI INC,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,1206,DILAN CAB CORP.,2012,FORD,ESCAPE HYBRID N ,,,
Y,,1217,L & P CAB CORP.,2012,FORD,ESCAPE HYBRID N ,,,
Y,,1237,JUSTIN LEVY CAB CORP.,2010,FORD,ESCAPE HYBRID N ,,,
Y,,1268,CHICAGO SEVEN CAB INC,2012,FORD,ESCAPE HYBRID N ,,,
Y,,1505,GLTI CAB CORP.,2010,FORD,ESCAPE HYBRID N ,,,
Y,,1509,GYPSY CAB CORP.,2012,FORD,ESCAPE HYBRID N ,,,
Y,,1511,GEM AND R CAB CORP,2009,TOYOTA,PRIUS HYBRID N ,,,
Y,,1607,LILLY CAB CORP,2012,FORD,ESCAPE HYBRID N ,,,
Y,,1632,BONUS TAXI INC.,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,1653,VALEX CAB CORP,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,1683,BONUS TAXI INC.,2012,FORD,ESCAPE HYBRID N ,,,
Y,,1684,BORI BUS INC,2011,TOYOTA,PRIUS HYBRID N ,,,
Y,,1787,BORZA CAB CORP.,2010,FORD,ESCAPE HYBRID N ,,,
Y,,1834,TAXALE TAXI INC,2012,FORD,ESCAPE HYBRID N ,,,
Y,,1847,SAMSON CAB CORP.,2012,FORD,ESCAPE HYBRID N ,,,
Y,,1859,BORI BUS INC,2014,TOYOTA,PRIUS HYBRID N ,,,
Y,,1866,SAMUEL TAXI CORP,2012,FORD,ESCAPE HYBRID N ,,,
Y,,1867,SAMUEL TAXI CORP,2012,FORD,ESCAPE HYBRID N ,,,
Y,,1870,SAMUEL TAXI CORP,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,1873,MIAMI TAXI INC,2009,TOYOTA,PRIUS HYBRID N ,,,
Y,,1907,BONUS TAXI INC.,2012,FORD,ESCAPE HYBRID N ,,,
Y,,1910,SAMUEL TAXI CORP,2010,TOYOTA,PRIUS HYBRID N ,,,
Y,,1938,SAMUEL TAXI CORP,2012,FORD,ESCAPE HYBRID N ,,,
Y,,1949,BONUS TAXI INC.,2012,FORD,ESCAPE HYBRID N ,,,
Y,,1951,SAMUEL TAXI CORP,2011,FORD,ESCAPE HYBRID N ,,,
Y,,1952,VALEX CAB CORP,2012,FORD,ESCAPE HYBRID N ,,,
Y,,1953,TAXALE TAXI INC,2012,FORD,ESCAPE HYBRID N ,,,
Y,,1957,TAXALE TAXI INC,2012,FORD,ESCAPE HYBRID N ,,,
Y,,1970,VALEX CAB CORP,2012,FORD,ESCAPE HYBRID N ,,,
Y,,2003,CHICAGO SEVEN CAB INC,2014,TOYOTA,PRIUS HYBRID N ,,,
Y,,2043,CHICAGO SEVEN CAB INC,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,2060,"KOPUP, INC.",2011,TOYOTA,RAV4,,,
Y,,2088,SLOMI CAB CORP.,2012,FORD,ESCAPE HYBRID N ,,,
Y,,2106,BELKIDS TAXI LLC,2011,TOYOTA,PRIUS HYBRID N ,,,
Y,,2149,VALEX CAB CORP,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,2168,K BAKALOV CAB CO.,2013,TOYOTA,CAMRY HYBRID N ,,,
Y,,2171,DEFIANCE TAXI LLC,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,2210,BORI BUS INC,2011,FORD,ESCAPE HYBRID N ,,,
Y,,2254,ZLR FRID CAB CORP.,2011,TOYOTA,PRIUS HYBRID N ,,,
Y,,2276,SLS JET CAB CORP.,2012,FORD,ESCAPE HYBRID N ,,,
Y,,2278,GALINA CAB CORP,2012,FORD,ESCAPE HYBRID N ,,,
Y,,2306,ROCKY H ENTERPRISES,2012,VPG,MV-1 CNG Y ,,,
Y,,2329,IGAL CAB CORP.,2012,FORD,ESCAPE HYBRID N ,,,
Y,,2346,BONUS TAXI INC.,2012,FORD,ESCAPE HYBRID N ,,,
Y,,2436,"I & B MIDWEST ENTERPRISE, INC.",2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,2442,TAXALE TAXI INC,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,2456,"I & B MIDWEST ENTERPRISE, INC.",2012,FORD,ESCAPE HYBRID N ,,,
Y,,2460,DOLFINA TAXI INC,2011,FORD,ESCAPE HYBRID N ,,,
Y,,2538,TEL AVIV CAB CORP.,2012,FORD,ESCAPE HYBRID N ,,,
Y,,2540,"I & B MIDWEST ENTERPRISE, INC.",2010,TOYOTA,PRIUS HYBRID N ,,,
Y,,2550,CHICAGO POLO I INC.,2012,FORD,ESCAPE HYBRID N ,,,
Y,,2555,MZ CHICAGO CAB CORP.,2012,FORD,ESCAPE HYBRID N ,,,
Y,,2556,MZ CHICAGO CAB CORP.,2012,FORD,ESCAPE HYBRID N ,,,
Y,,2557,MZ CHICAGO CAB CORP.,2012,FORD,ESCAPE HYBRID N ,,,
Y,,2577,TEL AVIV CAB CORP.,2012,FORD,ESCAPE HYBRID N ,,,
Y,,2587,CHICAGO SHANE HACKING CORP.,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,2589,TEL AVIV CAB CORP.,2012,FORD,ESCAPE HYBRID N ,,,
Y,,2590,CASABLANCA CAB CORP.,2012,FORD,ESCAPE HYBRID N ,,,
Y,,2611,DEFIANCE TAXI LLC,2012,FORD,ESCAPE HYBRID N ,,,
Y,,2620,ZABOR CAB CORP.,2012,FORD,ESCAPE HYBRID N ,,,
Y,,2645,JUNE CAB CORP,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,2659,DEFIANCE TAXI LLC,2012,FORD,ESCAPE HYBRID N ,,,
Y,,2662,DEFIANCE TAXI LLC,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,2671,SOPHIE TAXI LLC,2012,FORD,ESCAPE HYBRID N ,,,
Y,,2775,JUNE CAB CORP,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,2826,BORI BUS INC,2012,FORD,ESCAPE HYBRID N ,,,
Y,,2934,PAULA H CORP.,2012,FORD,ESCAPE HYBRID N ,,,
Y,,2990,DILAN CAB CORP.,2012,FORD,ESCAPE HYBRID N ,,,
Y,,3010,GEM AND R CAB CORP,2009,TOYOTA,PRIUS HYBRID N ,,,
Y,,3027,JUNE CAB CORP,2012,FORD,ESCAPE HYBRID N ,,,
Y,,3062,GEM AND R CAB CORP,2010,FORD,ESCAPE HYBRID N ,,,
Y,,3077,SNOWBLIND CAB CORP,2012,FORD,ESCAPE HYBRID N ,,,
Y,,3274,SOPHIE TAXI LLC,2012,DODGE,GRAND CARAVAN GASOLINE Y ,,,
Y,,3276,CHICAGO SEVEN CAB INC,2009,TOYOTA,PRIUS HYBRID N ,,,
Y,,3296,THIN ICE HACKING CORP.,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,3302,IGAL CAB CORP.,2012,FORD,ESCAPE HYBRID N ,,,
Y,,3341,SHANE TAXI INC,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,3344,DONAT CAB CO INC,2012,FORD,ESCAPE HYBRID N ,,,
Y,,3369,CASABLANCA CAB CORP.,2012,FORD,ESCAPE HYBRID N ,,,
Y,,3403,JUNE CAB CORP,2012,FORD,ESCAPE HYBRID N ,,,
Y,,3421,SLS JET CAB CORP.,2012,FORD,ESCAPE HYBRID N ,,,
Y,,3473,USKIS CAB CORP VIOLATION,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,3525,SAMSON CAB CORP.,2014,TOYOTA,PRIUS HYBRID N ,,,
Y,,3561,KVS CAB CORP,2012,FORD,ESCAPE HYBRID N ,,,
Y,,3575,IGAL CAB CORP.,2012,FORD,ESCAPE HYBRID N ,,,
Y,,3624,SLOMI CAB CORP.,2012,FORD,ESCAPE HYBRID N ,,,
Y,,3665,TOULYATI CAB INC,2012,FORD,ESCAPE HYBRID N ,,,
Y,,3793,GYPSY CAB CORP.,2012,FORD,ESCAPE HYBRID N ,,,
Y,,3827,L & P CAB CORP.,2012,FORD,ESCAPE HYBRID N ,,,
Y,,3839,TEL AVIV CAB CORP.,2012,FORD,ESCAPE HYBRID N ,,,
Y,,3863,SCORPION CAB CO.,2012,FORD,ESCAPE HYBRID N ,,,
Y,,3924,SNOWBLIND CAB CORP,2012,FORD,ESCAPE HYBRID N ,,,
Y,,3933,CHICAGO SEVEN CAB INC,2012,FORD,ESCAPE HYBRID N ,,,
Y,,3965,NIZZIN CAB CORP.,2012,FORD,ESCAPE HYBRID N ,,,
Y,,4025,CHICAGO SEVEN CAB INC,2012,FORD,ESCAPE HYBRID N ,,,
Y,,4029,SLS JET CAB CORP.,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,4272,KAREN TAXI INC,2012,FORD,ESCAPE HYBRID N ,,,
Y,,4330,GYPSY CAB CORP.,2012,FORD,ESCAPE HYBRID N ,,,
Y,,4356,L & P CAB CORP.,2012,FORD,ESCAPE HYBRID N ,,,
Y,,4359,ZABOR CAB CORP.,2012,FORD,ESCAPE HYBRID N ,,,
Y,,4402,SAMSON CAB CORP.,2012,FORD,ESCAPE HYBRID N ,,,
Y,,4426,JUSTIN LEVY CAB CORP.,2014,TOYOTA,PRIUS HYBRID N ,,,
Y,,4439,JUNE CAB CORP,2012,FORD,ESCAPE HYBRID N ,,,
Y,,4454,SLOMI CAB CORP.,2012,FORD,ESCAPE HYBRID N ,,,
Y,,4460,BELKIDS TAXI LLC,2012,FORD,ESCAPE HYBRID N ,,,
Y,,4464,ARGENTINE OPEN CORP.,2012,FORD,ESCAPE HYBRID N ,,,
Y,,4491,L & P CAB CORP.,2012,FORD,ESCAPE HYBRID N ,,,
Y,,4493,SNOWBLIND CAB CORP,2012,FORD,ESCAPE HYBRID N ,,,
Y,,4537,SLS JET CAB CORP.,2012,FORD,ESCAPE HYBRID N ,,,
Y,,4538,CHICAGO SEVEN CAB INC,2012,FORD,ESCAPE HYBRID N ,,,
Y,,4626,NIZZIN CAB CORP.,2012,FORD,ESCAPE HYBRID N ,,,
Y,,4656,SLS JET CAB CORP.,2012,FORD,ESCAPE HYBRID N ,,,
Y,,4670,ARGENTINE OPEN CORP.,2014,TOYOTA,PRIUS HYBRID N ,,,
Y,,4688,"I & B MIDWEST ENTERPRISE, INC.",2012,FORD,ESCAPE HYBRID N ,,,
Y,,4705,SLS JET CAB CORP.,2012,VPG,MV-1 CNG Y ,,,
Y,,4711,GEM AND R CAB CORP,2012,FORD,ESCAPE HYBRID N ,,,
Y,,4726,SCORPION CAB CO.,2012,FORD,ESCAPE HYBRID N ,,,
Y,,4796,GEM AND R CAB CORP,2012,VPG,MV-1 CNG Y ,,,
Y,,4826,"LUCKY SEVEN CHICAGO TWO, INC.",2010,FORD,ESCAPE HYBRID N ,,,
Y,,4876,MONA TAXI LLC,2012,TOYOTA,PRIUS GASOLINE N ,,,
Y,,4894,GEM AND R CAB CORP,2012,VPG,MV-1 CNG Y ,,,
Y,,4923,GREEN TEA CAB CORP.,2012,FORD,ESCAPE HYBRID N ,,,
Y,,4935,GREEN TEA CAB CORP.,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,4936,GREEN TEA CAB CORP.,2012,FORD,ESCAPE HYBRID N ,,,
Y,,4946,GREEN TEA CAB CORP.,2012,FORD,ESCAPE HYBRID N ,,,
Y,,4949,GREEN TEA CAB CORP.,2012,FORD,ESCAPE HYBRID N ,,,
Y,,4958,"LUCKY SEVEN CHICAGO TWO, INC.",2012,FORD,ESCAPE HYBRID N ,,,
Y,,5002,THIN ICE HACKING CORP.,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,5013,IGAL CAB CORP.,2012,FORD,ESCAPE HYBRID N ,,,
Y,,5045,"CHICAGO POLO XVI, INC",2012,FORD,ESCAPE HYBRID N ,,,
Y,,5097,GALINA CAB CORP,2010,TOYOTA,PRIUS HYBRID N ,,,
Y,,5147,"I & B MIDWEST ENTERPRISE, INC.",2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,5155,THIN ICE HACKING CORP.,2012,FORD,ESCAPE HYBRID N ,,,
Y,,5162,VERONIQUE ARIELLE CAB CORP.,2012,FORD,ESCAPE HYBRID N ,,,
Y,,5198,IGAL CAB CORP.,2012,VPG,MV-1 CNG Y ,,,
Y,,5204,THIN ICE HACKING CORP.,2012,FORD,ESCAPE HYBRID N ,,,
Y,,5213,GALINA CAB CORP,2010,TOYOTA,PRIUS HYBRID N ,,,
Y,,5228,THIN ICE HACKING CORP.,2012,FORD,ESCAPE HYBRID N ,,,
Y,,5264,IGAL CAB CORP.,2012,VPG,MV-1 CNG Y ,,,
Y,,5277,SNOWBLIND CAB CORP,2012,FORD,ESCAPE HYBRID N ,,,
Y,,5291,THIN ICE HACKING CORP.,2012,FORD,ESCAPE HYBRID N ,,,
Y,,5313,DOLFINA TAXI INC,2012,FORD,ESCAPE HYBRID N ,,,
Y,,5332,IGAL CAB CORP.,2011,TOYOTA,PRIUS HYBRID N ,,,
Y,,5414,CHICAGO POLO III INC.,2012,FORD,ESCAPE HYBRID N ,,,
Y,,5422,"LUCKY SEVEN CHICAGO TWO, INC.",2011,TOYOTA,PRIUS HYBRID N ,,,
Y,,5461,JUNE CAB CORP,2012,FORD,ESCAPE HYBRID N ,,,
Y,,5476,DEFIANCE TAXI LLC,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,5504,SNOWBLIND CAB CORP,2012,FORD,ESCAPE HYBRID N ,,,
Y,,5534,K D FORSON CAB CO INC,2013,TOYOTA,RAV4,,,
Y,,5560,SCORPION CAB CO.,2012,FORD,ESCAPE HYBRID N ,,,
Y,,5602,L & P CAB CORP.,2012,FORD,ESCAPE HYBRID N ,,,
Y,,5605,KAREN TAXI INC,2012,FORD,ESCAPE HYBRID N ,,,
Y,,5637,THIN ICE HACKING CORP.,2012,FORD,ESCAPE HYBRID N ,,,
Y,,5669,CHICAGO SEVEN CAB INC,2012,FORD,ESCAPE HYBRID N ,,,
Y,,5707,DEFIANCE TAXI LLC,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,5743,GALINA CAB CORP,2012,FORD,ESCAPE HYBRID N ,,,
Y,,5747,GALINA CAB CORP,2009,TOYOTA,PRIUS HYBRID N ,,,
Y,,5756,DOLFINA TAXI INC,2012,FORD,ESCAPE HYBRID N ,,,
Y,,5802,THIN ICE HACKING CORP.,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,5854,IGAL CAB CORP.,2014,TOYOTA,PRIUS HYBRID N ,,,
Y,,5858,IGAL CAB CORP.,2014,TOYOTA,PRIUS HYBRID N ,,,
Y,,5859,THIN ICE HACKING CORP.,2012,FORD,ESCAPE HYBRID N ,,,
Y,,5860,LUCKY SEVEN CHICAGO THREE INC.,2012,FORD,ESCAPE HYBRID N ,,,
Y,,5861,LUCKY SEVEN CHICAGO THREE INC.,2014,TOYOTA,PRIUS HYBRID N ,,,
Y,,5863,LUCKY SEVEN CHICAGO THREE INC.,2010,TOYOTA,PRIUS HYBRID N ,,,
Y,,5865,LUCKY SEVEN CHICAGO THREE INC.,2010,TOYOTA,PRIUS HYBRID N ,,,
Y,,5866,LUCKY SEVEN CHICAGO THREE INC.,2010,TOYOTA,PRIUS HYBRID N ,,,
Y,,5872,LUCKY SEVEN CHICAGO THREE INC.,2012,FORD,ESCAPE HYBRID N ,,,
Y,,5884,LUCKY SEVEN CHICAGO THREE INC.,2012,FORD,ESCAPE HYBRID N ,,,
Y,,5931,CHICAGO SEVEN CAB INC,2012,FORD,ESCAPE HYBRID N ,,,
Y,,5946,GALINA CAB CORP,2009,TOYOTA,PRIUS HYBRID N ,,,
Y,,5986,VERONIQUE ARIELLE CAB CORP.,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,6024,MIAMI TAXI INC,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,6062,GEM AND R CAB CORP,2011,FORD,ESCAPE HYBRID N ,,,
Y,,6065,SNOWBLIND CAB CORP,2012,FORD,ESCAPE HYBRID N ,,,
Y,,6094,"FOSSO TRANS, INC.",2012,TOYOTA,XB GASOLINE N ,,,
Y,,6120,DOLCE CAB CORP.,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,6152,NIZZIN CAB CORP.,2012,FORD,ESCAPE HYBRID N ,,,
Y,,6208,CHICAGO POLO III INC.,2012,FORD,ESCAPE HYBRID N ,,,
Y,,6214,"CHICAGO POLO XVII, INC",2012,FORD,ESCAPE HYBRID N ,,,
Y,,6220,CHICAGO POLO III INC.,2011,FORD,ESCAPE HYBRID N ,,,
Y,,6239,"CHICAGO POLO XVII, INC",2012,FORD,ESCAPE HYBRID N ,,,
Y,,6240,"CHICAGO POLO XVII, INC",2012,FORD,ESCAPE HYBRID N ,,,
Y,,6260,CHICAGO SEVEN CAB INC,2013,TOYOTA,PRIUS HYBRID N ,,,
